Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Application_Date,Approval_Date,Loan_Status,Default_Status
L007318,C00298,B028,Home,0,14.75,60,2025-12-06,2025-12-17,Rejected,Current
L007319,C02302,B030,Auto,24000,9.38,72,2024-05-03,2024-05-08,Approved,Current
L007320,C03939,B020,Education,12300,10.06,12,2024-11-12,2024-11-26,Approved,Current
L007321,C01595,B008,Business,80800,14.14,24,2025-07-06,2025-07-09,Approved,Current
L007322,C03366,B030,Business,86300,13.45,48,2023-09-24,2023-09-28,Approved,Current
L007323,C03216,B012,Personal,34700,10.04,36,2023-01-11,2023-01-16,Approved,Current
L007324,C04305,B001,Personal,10300,10.87,36,2023-01-14,2023-01-18,Approved,Default
L007325,C03298,B015,Auto,0,14.11,36,2024-04-25,2024-04-29,Rejected,Current
L007326,C01482,B008,Home,194000,10.99,60,2025-01-01,2025-01-03,Approved,Current
L007327,C04380,B007,Home,0,10.34,24,2023-12-09,2023-12-14,Rejected,Current
L007328,C03675,B023,Personal,0,14.89,48,2025-01-30,2025-02-02,Rejected,Current
L007329,C03183,B006,Home,0,11.1,48,2025-09-29,2025-10-13,Rejected,Current
L007330,C04446,B005,Personal,45400,11.48,48,2023-10-07,2023-10-11,Approved,Current
L007331,C03152,B014,Home,249800,15.04,12,2025-11-16,2025-12-02,Approved,Current
L007332,C03788,B022,Personal,19500,12.88,60,2023-10-18,2023-10-22,Approved,Current
L007333,C01774,B001,Business,8900,10.57,12,2025-10-09,2025-10-15,Approved,Current
L007334,C01352,B001,Personal,6300,12.21,48,2025-08-21,2025-09-09,Approved,Current
L007335,C01318,B029,Education,41800,14.51,36,2023-01-22,2023-02-08,Approved,Current
L007336,C04280,B011,Business,146100,10.15,36,2024-06-06,2024-06-10,Approved,Current
L007337,C02031,B019,Business,63200,13.57,60,2024-09-27,2024-10-09,Approved,Current
L007338,C00212,B005,Education,0,9.9,84,2024-03-30,2024-04-06,Rejected,Current
L007339,C01275,B014,Personal,17600,16.83,48,2025-05-22,2025-06-07,Approved,Current
L007340,C04263,B015,Auto,35100,12.09,60,2024-04-29,2024-05-13,Approved,Current
L007341,C03615,B009,Business,77400,12.57,36,2024-09-01,2024-09-14,Approved,Current
L007342,C03735,B005,Personal,0,16.39,48,2023-03-17,2023-03-28,Rejected,Current
L007343,C01186,B003,Auto,58800,12.42,24,2023-05-12,2023-05-23,Approved,Current
L007344,C00875,B029,Home,0,8.08,72,2023-07-13,2023-07-14,Rejected,Current
L007345,C04503,B021,Home,95900,11.95,48,2023-12-20,2023-12-28,Approved,Current
L007346,C03464,B014,Education,18100,12.17,36,2025-01-25,2025-02-07,Approved,Current
L007347,C02486,B011,Home,190000,17.08,48,2023-12-31,2024-01-04,Approved,Current
L007348,C04501,B028,Personal,21900,9.02,72,2024-12-23,2025-01-11,Approved,Current
L007349,C04371,B013,Education,0,15.9,60,2023-06-17,2023-07-07,Rejected,Current
L007350,C03399,B002,Personal,0,13.65,24,2023-06-28,2023-07-04,Rejected,Current
L007351,C04888,B016,Business,116000,12.21,60,2024-01-28,2024-01-31,Approved,Current
L007352,C00136,B006,Education,31800,11.85,36,2024-10-14,2024-10-23,Approved,Current
L007353,C00333,B011,Business,0,13.8,36,2023-09-14,2023-10-03,Rejected,Current
L007354,C01027,B027,Auto,32100,11.13,60,2023-11-28,2023-12-05,Approved,Current
L007355,C03234,B014,Auto,0,14.94,48,2023-05-18,2023-05-29,Rejected,Current
L007356,C01536,B010,Auto,0,12.94,12,2025-11-11,2025-11-26,Rejected,Current
L007357,C02125,B007,Home,168200,12.93,36,2023-09-29,2023-10-14,Approved,Current
L007358,C02233,B027,Personal,16400,14.21,72,2024-10-30,2024-11-16,Approved,Current
L007359,C03958,B001,Personal,37200,11.28,48,2025-04-04,2025-04-19,Approved,Current
L007360,C02618,B023,Auto,30500,9.6,72,2025-10-26,2025-11-07,Approved,Current
L007361,C00953,B027,Auto,26400,12.56,36,2023-04-01,2023-04-20,Approved,Current
L007362,C03370,B008,Auto,21300,11.14,60,2023-10-18,2023-10-21,Approved,Current
L007363,C03354,B002,Auto,40400,12.17,60,2023-11-11,2023-11-13,Approved,Current
L007364,C01987,B003,Business,71700,12.47,24,2024-01-19,2024-01-20,Approved,Current
L007365,C04568,B012,Auto,38400,10.89,12,2024-06-09,2024-06-13,Approved,Default
L007366,C03464,B003,Personal,0,12.41,60,2025-07-27,2025-08-03,Rejected,Current
L007367,C00165,B017,Home,0,12.58,48,2025-06-05,2025-06-17,Rejected,Current
L007368,C01992,B030,Personal,8400,12.61,12,2024-10-23,2024-11-09,Approved,Current
L007369,C02706,B025,Home,105000,11.78,36,2023-07-07,2023-07-10,Approved,Current
L007370,C01740,B008,Personal,0,14.88,48,2024-05-04,2024-05-21,Rejected,Current
L007371,C04260,B019,Business,54700,12.17,36,2023-03-26,2023-04-12,Approved,Current
L007372,C00104,B021,Personal,23100,11.39,24,2023-04-30,2023-05-10,Approved,Current
L007373,C04692,B004,Personal,58100,14.31,60,2023-11-21,2023-12-06,Approved,Current
L007374,C04216,B011,Business,71700,9.02,72,2025-01-21,2025-01-30,Approved,Current
L007375,C01128,B012,Personal,14600,10.66,48,2024-04-18,2024-05-05,Approved,Current
L007376,C00364,B025,Auto,23200,11.38,24,2024-12-03,2024-12-07,Approved,Current
L007377,C01570,B005,Education,0,11.86,48,2025-07-19,2025-07-28,Rejected,Current
L007378,C00369,B027,Auto,40500,13.77,36,2025-10-14,2025-10-20,Approved,Current
L007379,C03950,B028,Auto,31700,11.76,48,2025-05-05,2025-05-20,Approved,Current
L007380,C03758,B002,Business,0,10.58,12,2023-01-26,2023-02-07,Rejected,Current
L007381,C03398,B030,Personal,10600,10.8,72,2024-09-28,2024-10-06,Approved,Current
L007382,C04231,B011,Auto,35200,9.88,12,2023-10-02,2023-10-11,Approved,Current
L007383,C02093,B018,Home,209200,12.05,48,2025-07-24,2025-08-02,Approved,Current
L007384,C01516,B015,Personal,0,9.98,60,2025-04-10,2025-04-28,Rejected,Current
L007385,C00595,B017,Personal,25900,8.97,60,2025-03-17,2025-03-19,Approved,Current
L007386,C01446,B021,Auto,0,11.93,36,2024-09-10,2024-09-30,Rejected,Current
L007387,C03623,B005,Business,0,12.28,48,2025-06-26,2025-07-06,Rejected,Current
L007388,C00766,B019,Business,108900,12.64,48,2025-07-28,2025-08-01,Approved,Current
L007389,C03217,B005,Home,0,16.47,24,2025-04-27,2025-05-03,Rejected,Current
L007390,C01341,B008,Home,132600,14.19,36,2024-03-07,2024-03-19,Approved,Current
L007391,C01587,B019,Auto,46900,14.15,24,2024-11-03,2024-11-16,Approved,Current
L007392,C03651,B012,Business,50800,12.87,12,2024-04-07,2024-04-24,Approved,Current
L007393,C04632,B004,Personal,0,15.59,12,2023-09-13,2023-10-03,Rejected,Current
L007394,C00634,B028,Personal,0,12.7,48,2025-10-26,2025-11-15,Rejected,Current
L007395,C04757,B014,Home,0,13.5,60,2025-05-22,2025-05-28,Rejected,Current
L007396,C00459,B016,Home,161000,14.01,84,2024-10-18,2024-11-02,Approved,Current
L007397,C02473,B003,Auto,49400,13.21,48,2024-05-18,2024-05-26,Approved,Current
L007398,C01681,B006,Home,147500,14.63,36,2025-02-08,2025-02-12,Approved,Current
L007399,C04851,B023,Personal,14700,14.73,36,2024-08-14,2024-08-18,Approved,Default
L007400,C01894,B023,Personal,40000,11.37,60,2023-04-21,2023-04-24,Approved,Current
L007401,C02116,B002,Education,21600,11.29,12,2025-02-01,2025-02-17,Approved,Current
L007402,C00509,B023,Personal,19400,10.37,36,2025-05-26,2025-06-03,Approved,Current
L007403,C00736,B001,Personal,11800,13.9,60,2023-02-17,2023-02-23,Approved,Current
L007404,C02752,B010,Auto,36900,12.9,48,2024-12-21,2025-01-10,Approved,Current
L007405,C02172,B026,Auto,44000,10.18,48,2023-03-11,2023-03-24,Approved,Current
L007406,C02844,B013,Auto,80700,13.64,84,2023-12-27,2024-01-12,Approved,Current
L007407,C00292,B002,Home,110500,13.38,36,2025-05-07,2025-05-25,Approved,Current
L007408,C04517,B027,Education,12600,13.33,48,2023-01-01,2023-01-10,Approved,Current
L007409,C01919,B029,Personal,15500,10.32,84,2025-03-24,2025-03-26,Approved,Current
L007410,C00812,B030,Home,131800,12.76,60,2025-09-26,2025-10-02,Approved,Current
L007411,C02098,B029,Auto,31700,12.16,48,2025-03-25,2025-04-08,Approved,Current
L007412,C02010,B018,Personal,24000,10.66,36,2025-02-22,2025-03-11,Approved,Current
L007413,C04279,B024,Home,643000,10.48,84,2025-12-05,2025-12-20,Approved,Current
L007414,C04343,B003,Business,74100,15.08,36,2023-03-21,2023-04-10,Approved,Default
L007415,C00650,B005,Home,0,10.37,24,2024-02-27,2024-03-03,Rejected,Current
L007416,C02598,B004,Business,83300,10.6,72,2024-04-21,2024-04-23,Approved,Current
L007417,C00561,B005,Auto,38800,15.68,36,2023-12-29,2024-01-10,Approved,Current
L007418,C00770,B007,Business,55700,8.49,48,2023-11-29,2023-12-04,Approved,Current
L007419,C04652,B015,Business,0,13.17,60,2024-08-06,2024-08-07,Rejected,Current
L007420,C00504,B014,Auto,34500,11.36,36,2024-04-24,2024-04-26,Approved,Current
L007421,C00628,B009,Auto,36900,13.66,48,2025-10-01,2025-10-02,Approved,Current
L007422,C03385,B014,Auto,49500,11.05,24,2024-11-11,2024-11-22,Approved,Current
L007423,C03863,B018,Auto,30600,10.51,72,2023-09-24,2023-09-26,Approved,Current
L007424,C03360,B008,Auto,43200,14.76,48,2025-09-29,2025-10-10,Approved,Current
L007425,C04257,B012,Personal,6700,12.12,72,2024-07-12,2024-07-14,Approved,Current
L007426,C02175,B010,Business,56000,10.61,36,2025-06-13,2025-06-20,Approved,Current
L007427,C03528,B022,Home,0,14.2,60,2023-03-19,2023-03-26,Rejected,Current
L007428,C02538,B024,Home,0,13.78,36,2025-05-21,2025-05-28,Rejected,Current
L007429,C02287,B024,Personal,18100,9.76,36,2025-03-28,2025-03-30,Approved,Current
L007430,C02224,B009,Auto,26500,13.57,36,2025-05-14,2025-05-30,Approved,Current
L007431,C02258,B022,Education,21800,11.77,48,2023-12-27,2023-12-30,Approved,Current
L007432,C03581,B023,Business,154500,11.29,48,2023-03-02,2023-03-04,Approved,Current
L007433,C01996,B002,Auto,0,11.57,36,2023-01-07,2023-01-12,Rejected,Current
L007434,C00634,B016,Auto,17600,11.71,12,2025-04-26,2025-04-29,Approved,Current
L007435,C00501,B012,Home,132800,11.84,60,2024-06-04,2024-06-10,Approved,Current
L007436,C01564,B017,Personal,0,15.86,48,2023-08-01,2023-08-06,Rejected,Current
L007437,C04076,B004,Home,206500,11.98,36,2023-08-19,2023-09-06,Approved,Current
L007438,C01175,B017,Home,0,11.83,12,2025-04-06,2025-04-14,Rejected,Current
L007439,C01599,B025,Education,44600,10.3,24,2024-10-29,2024-11-11,Approved,Default
L007440,C02159,B029,Home,149400,13.68,48,2023-12-30,2024-01-01,Approved,Current
L007441,C03714,B030,Auto,70500,14.24,48,2023-01-15,2023-01-28,Approved,Current
L007442,C01985,B004,Education,64500,11.15,36,2023-03-29,2023-04-15,Approved,Current
L007443,C00520,B001,Home,69300,11.18,48,2025-01-20,2025-01-26,Approved,Current
L007444,C01918,B001,Personal,18300,13.47,60,2023-08-15,2023-08-17,Approved,Current
L007445,C01329,B027,Home,0,12.68,60,2024-02-25,2024-03-16,Rejected,Current
L007446,C00933,B014,Home,160300,10.27,72,2023-01-02,2023-01-14,Approved,Current
L007447,C01542,B004,Auto,20400,14.51,60,2024-03-06,2024-03-22,Approved,Current
L007448,C00408,B003,Personal,10700,10.27,24,2024-09-27,2024-10-01,Approved,Current
L007449,C01532,B001,Auto,0,15.22,24,2025-07-12,2025-07-28,Rejected,Current
L007450,C00624,B019,Business,50000,14.06,36,2024-08-02,2024-08-15,Approved,Current
L007451,C02767,B024,Home,194700,11.16,36,2023-05-27,2023-06-10,Approved,Current
L007452,C04648,B018,Personal,0,13.64,60,2025-03-09,2025-03-18,Rejected,Current
L007453,C02828,B022,Auto,0,14.42,60,2025-11-18,2025-11-30,Rejected,Current
L007454,C04416,B012,Home,188100,12.97,48,2025-04-17,2025-05-01,Approved,Current
L007455,C00667,B004,Home,278700,9.08,60,2025-01-15,2025-01-26,Approved,Current
L007456,C00628,B002,Auto,35600,11.49,72,2025-12-13,2025-12-23,Approved,Default
L007457,C03109,B014,Home,160900,9.68,48,2025-02-09,2025-02-16,Approved,Current
L007458,C03277,B002,Education,29100,14.85,36,2023-03-17,2023-03-23,Approved,Current
L007459,C01785,B027,Home,423900,15.32,48,2023-10-19,2023-11-05,Approved,Current
L007460,C01134,B024,Home,0,12.55,24,2025-08-29,2025-09-11,Rejected,Current
L007461,C01510,B010,Business,23400,8.94,24,2024-09-20,2024-10-05,Approved,Current
L007462,C03390,B001,Personal,11700,14.87,36,2023-02-10,2023-02-14,Approved,Current
L007463,C01859,B026,Personal,9300,13.91,72,2024-03-21,2024-03-24,Approved,Current
L007464,C01616,B027,Education,47700,13.28,72,2023-04-17,2023-04-28,Approved,Current
L007465,C03854,B013,Personal,0,13.57,60,2024-01-28,2024-02-17,Rejected,Current
L007466,C04706,B024,Personal,28400,8.09,60,2023-02-10,2023-03-02,Approved,Current
L007467,C04575,B028,Home,0,15.77,72,2025-07-11,2025-07-13,Rejected,Current
L007468,C04684,B002,Personal,18100,9.94,72,2025-10-24,2025-11-04,Approved,Current
L007469,C03866,B030,Auto,35000,10.59,60,2023-01-10,2023-01-14,Approved,Current
L007470,C04689,B005,Home,0,13.87,36,2024-07-14,2024-07-31,Rejected,Current
L007471,C02412,B002,Auto,0,12.26,24,2025-07-03,2025-07-20,Rejected,Current
L007472,C00309,B001,Personal,0,9.25,12,2023-02-17,2023-03-06,Rejected,Current
L007473,C04363,B028,Education,0,11.82,60,2024-05-03,2024-05-16,Rejected,Current
L007474,C01833,B020,Personal,0,13.94,36,2024-03-25,2024-04-07,Rejected,Current
L007475,C04782,B013,Auto,0,14.64,12,2025-02-25,2025-03-16,Rejected,Current
L007476,C02308,B018,Education,22700,13.67,36,2024-12-12,2024-12-15,Approved,Current
L007477,C02001,B008,Home,0,17.42,48,2024-12-30,2025-01-09,Rejected,Current
L007478,C00667,B001,Personal,10700,11.08,60,2024-09-29,2024-10-15,Approved,Current
L007479,C01685,B009,Personal,12100,14.88,36,2023-08-16,2023-09-05,Approved,Current
L007480,C03077,B006,Education,24100,10.43,60,2023-09-24,2023-09-25,Approved,Current
L007481,C00446,B019,Business,50500,12.01,12,2024-03-20,2024-04-09,Approved,Current
L007482,C04384,B008,Education,0,12.28,84,2024-04-22,2024-04-27,Rejected,Current
L007483,C01082,B008,Auto,59800,11.24,84,2024-08-07,2024-08-08,Approved,Current
L007484,C03144,B019,Home,264700,13.79,48,2023-01-30,2023-02-15,Approved,Current
L007485,C04890,B024,Personal,14300,13.34,60,2025-10-28,2025-11-08,Approved,Default
L007486,C03752,B017,Education,43500,13.38,60,2025-07-10,2025-07-14,Approved,Current
L007487,C04871,B025,Home,581400,12.34,84,2023-01-05,2023-01-10,Approved,Current
L007488,C04373,B029,Home,0,14.05,48,2023-11-21,2023-12-07,Rejected,Current
L007489,C01546,B019,Auto,69900,11.76,60,2025-01-19,2025-01-31,Approved,Current
L007490,C03646,B026,Personal,28800,13.32,24,2023-06-01,2023-06-13,Approved,Current
L007491,C04832,B026,Home,157300,12.22,24,2024-01-16,2024-01-20,Approved,Current
L007492,C03208,B007,Auto,35700,11.6,60,2025-09-11,2025-09-28,Approved,Current
L007493,C02784,B008,Personal,24000,12.91,72,2025-07-01,2025-07-10,Approved,Current
L007494,C00114,B019,Personal,11900,12.0,48,2024-08-13,2024-08-19,Approved,Current
L007495,C00772,B002,Home,44000,8.72,48,2024-08-04,2024-08-12,Approved,Current
L007496,C01013,B021,Auto,0,14.65,48,2024-07-05,2024-07-13,Rejected,Current
L007497,C03684,B008,Personal,0,12.65,72,2025-11-16,2025-11-24,Rejected,Current
L007498,C03251,B014,Personal,0,13.89,60,2023-01-05,2023-01-13,Rejected,Current
L007499,C01253,B002,Education,10900,10.8,60,2024-03-20,2024-04-04,Approved,Current
L007500,C03103,B021,Personal,29200,9.99,24,2025-08-14,2025-08-28,Approved,Current
L007501,C04204,B018,Personal,9400,11.79,60,2023-09-10,2023-09-16,Approved,Current
L007502,C04378,B016,Home,249500,12.86,60,2025-04-13,2025-04-23,Approved,Current
L007503,C02669,B028,Personal,0,13.97,24,2025-09-14,2025-09-22,Rejected,Current
L007504,C02577,B008,Auto,47100,13.89,48,2024-10-08,2024-10-18,Approved,Current
L007505,C04091,B018,Business,34000,13.55,24,2025-07-22,2025-07-30,Approved,Current
L007506,C01428,B007,Home,343000,12.86,36,2023-06-28,2023-07-01,Approved,Current
L007507,C03242,B010,Business,119700,13.44,60,2023-09-14,2023-09-18,Approved,Current
L007508,C00878,B019,Education,43600,8.5,36,2025-01-26,2025-02-06,Approved,Current
L007509,C01199,B030,Personal,0,13.07,24,2024-11-19,2024-12-02,Rejected,Current
L007510,C00454,B010,Home,0,14.06,60,2024-06-15,2024-06-18,Rejected,Current
L007511,C04605,B016,Auto,16700,11.47,60,2023-12-21,2023-12-26,Approved,Current
L007512,C01264,B021,Home,0,14.69,24,2024-07-07,2024-07-19,Rejected,Current
L007513,C02144,B029,Auto,14000,15.57,72,2024-08-17,2024-08-29,Approved,Current
L007514,C03586,B013,Auto,0,13.28,60,2025-02-22,2025-03-12,Rejected,Current
L007515,C04187,B005,Home,140300,15.7,60,2024-11-18,2024-11-30,Approved,Current
L007516,C04329,B020,Personal,18100,11.13,24,2025-09-18,2025-10-06,Approved,Current
L007517,C04755,B022,Personal,7800,13.11,72,2025-01-17,2025-01-27,Approved,Current
L007518,C03059,B017,Home,85900,11.59,48,2024-12-13,2024-12-20,Approved,Current
L007519,C02857,B027,Personal,0,12.43,48,2024-10-24,2024-10-27,Rejected,Current
L007520,C00912,B011,Business,84100,10.29,48,2025-03-08,2025-03-13,Approved,Current
L007521,C02772,B024,Home,146400,14.03,48,2024-03-20,2024-04-01,Approved,Current
L007522,C01468,B001,Auto,71100,11.95,60,2023-04-06,2023-04-20,Approved,Current
L007523,C00441,B013,Home,0,13.14,24,2023-12-10,2023-12-23,Rejected,Current
L007524,C00996,B001,Business,118100,15.31,48,2024-12-15,2024-12-24,Approved,Current
L007525,C02112,B007,Business,77000,12.17,60,2023-09-01,2023-09-11,Approved,Current
L007526,C04101,B006,Business,44200,9.29,24,2024-06-21,2024-06-22,Approved,Current
L007527,C03730,B013,Home,184600,11.3,48,2023-10-03,2023-10-09,Approved,Current
L007528,C03469,B022,Personal,48600,9.84,48,2024-11-04,2024-11-10,Approved,Current
L007529,C04713,B014,Home,209300,11.96,36,2024-02-01,2024-02-03,Approved,Default
L007530,C03840,B008,Home,341200,9.69,36,2024-08-24,2024-09-09,Approved,Current
L007531,C04461,B003,Education,55400,12.5,24,2023-02-10,2023-02-15,Approved,Current
L007532,C02839,B005,Auto,43500,11.58,60,2025-09-01,2025-09-15,Approved,Current
L007533,C04721,B016,Auto,36100,13.23,24,2024-08-25,2024-09-10,Approved,Current
L007534,C04603,B012,Business,55200,8.2,60,2024-06-17,2024-06-26,Approved,Current
L007535,C00523,B008,Auto,0,11.5,72,2024-10-11,2024-10-22,Rejected,Current
L007536,C00706,B029,Auto,0,12.44,36,2025-12-09,2025-12-25,Rejected,Current
L007537,C01760,B020,Personal,21600,9.45,36,2023-09-29,2023-10-19,Approved,Current
L007538,C00250,B030,Personal,8300,13.2,24,2024-05-10,2024-05-22,Approved,Current
L007539,C04997,B023,Auto,0,13.03,48,2025-08-21,2025-09-05,Rejected,Current
L007540,C04345,B004,Business,118600,14.64,84,2023-11-19,2023-11-24,Approved,Current
L007541,C01375,B025,Home,125700,11.21,36,2023-07-12,2023-07-29,Approved,Current
L007542,C01827,B017,Home,0,13.3,24,2024-05-22,2024-05-30,Rejected,Current
L007543,C02131,B023,Home,119700,12.09,60,2025-09-30,2025-10-01,Approved,Current
L007544,C03479,B026,Home,159300,8.68,72,2023-07-06,2023-07-08,Approved,Current
L007545,C01104,B025,Personal,4900,12.13,72,2025-05-19,2025-05-20,Approved,Current
L007546,C03994,B005,Business,0,13.26,36,2023-10-14,2023-11-03,Rejected,Current
L007547,C00259,B010,Home,312400,12.55,60,2024-04-16,2024-04-25,Approved,Current
L007548,C04218,B004,Home,221100,12.82,48,2023-03-29,2023-03-30,Approved,Current
L007549,C01148,B025,Personal,22700,12.45,60,2024-03-11,2024-03-14,Approved,Current
L007550,C00905,B007,Auto,11700,11.91,60,2023-05-18,2023-06-03,Approved,Current
L007551,C02140,B002,Personal,14300,9.78,24,2025-05-28,2025-06-08,Approved,Current
L007552,C03179,B009,Home,173600,12.71,36,2025-07-14,2025-07-21,Approved,Current
L007553,C04148,B021,Home,0,10.2,60,2023-04-27,2023-05-17,Rejected,Current
L007554,C04390,B019,Home,340800,13.25,60,2025-04-26,2025-05-09,Approved,Current
L007555,C02348,B007,Personal,0,12.92,24,2025-08-16,2025-08-22,Rejected,Current
L007556,C01592,B002,Business,0,11.8,48,2025-05-05,2025-05-17,Rejected,Current
L007557,C02242,B025,Home,135800,9.71,72,2024-01-17,2024-01-23,Approved,Current
L007558,C03629,B026,Auto,69600,15.1,60,2025-11-09,2025-11-11,Approved,Current
L007559,C00855,B027,Auto,0,13.86,48,2025-11-18,2025-11-19,Rejected,Current
L007560,C00751,B001,Auto,17600,12.38,36,2024-12-06,2024-12-13,Approved,Current
L007561,C04050,B010,Auto,28600,10.75,36,2025-04-01,2025-04-20,Approved,Current
L007562,C02368,B021,Business,199500,12.91,60,2023-10-13,2023-10-27,Approved,Current
L007563,C00239,B025,Business,57800,13.65,60,2025-01-19,2025-01-23,Approved,Current
L007564,C02696,B021,Home,146100,9.86,60,2025-12-10,2025-12-26,Approved,Current
L007565,C04637,B023,Auto,19900,12.49,36,2025-05-18,2025-06-01,Approved,Current
L007566,C01317,B030,Personal,30500,11.94,48,2024-10-11,2024-10-29,Approved,Current
L007567,C02305,B018,Personal,21100,14.04,12,2024-09-24,2024-10-01,Approved,Current
